;PORT_original_firstorder_10Percentile;PORT_original_firstorder_90Percentile;PORT_original_firstorder_Energy;PORT_original_firstorder_Entropy;PORT_original_firstorder_InterquartileRange;PORT_original_firstorder_Kurtosis;PORT_original_firstorder_Maximum;PORT_original_firstorder_Mean;PORT_original_firstorder_MeanAbsoluteDeviation;PORT_original_firstorder_Median;PORT_original_firstorder_Minimum;PORT_original_firstorder_Range;PORT_original_firstorder_RobustMeanAbsoluteDeviation;PORT_original_firstorder_RootMeanSquared;PORT_original_firstorder_Skewness;PORT_original_firstorder_TotalEnergy;PORT_original_firstorder_Uniformity;PORT_original_firstorder_Variance;PORT_original_glcm_Autocorrelation;PORT_original_glcm_ClusterProminence;PORT_original_glcm_ClusterShade;PORT_original_glcm_ClusterTendency;PORT_original_glcm_Contrast;PORT_original_glcm_Correlation;PORT_original_glcm_DifferenceAverage;PORT_original_glcm_DifferenceEntropy;PORT_original_glcm_DifferenceVariance;PORT_original_glcm_Id;PORT_original_glcm_Idm;PORT_original_glcm_Idmn;PORT_original_glcm_Idn;PORT_original_glcm_Imc1;PORT_original_glcm_Imc2;PORT_original_glcm_InverseVariance;PORT_original_glcm_JointAverage;PORT_original_glcm_JointEnergy;PORT_original_glcm_JointEntropy;PORT_original_glcm_MCC;PORT_original_glcm_MaximumProbability;PORT_original_glcm_SumAverage;PORT_original_glcm_SumEntropy;PORT_original_glcm_SumSquares;PORT_original_gldm_DependenceEntropy;PORT_original_gldm_DependenceNonUniformity;PORT_original_gldm_DependenceNonUniformityNormalized;PORT_original_gldm_DependenceVariance;PORT_original_gldm_GrayLevelNonUniformity;PORT_original_gldm_GrayLevelVariance;PORT_original_gldm_HighGrayLevelEmphasis;PORT_original_gldm_LargeDependenceEmphasis;PORT_original_gldm_LargeDependenceHighGrayLevelEmphasis;PORT_original_gldm_LargeDependenceLowGrayLevelEmphasis;PORT_original_gldm_LowGrayLevelEmphasis;PORT_original_gldm_SmallDependenceEmphasis;PORT_original_gldm_SmallDependenceHighGrayLevelEmphasis;PORT_original_gldm_SmallDependenceLowGrayLevelEmphasis;PORT_original_glrlm_GrayLevelNonUniformity;PORT_original_glrlm_GrayLevelNonUniformityNormalized;PORT_original_glrlm_GrayLevelVariance;PORT_original_glrlm_HighGrayLevelRunEmphasis;PORT_original_glrlm_LongRunEmphasis;PORT_original_glrlm_LongRunHighGrayLevelEmphasis;PORT_original_glrlm_LongRunLowGrayLevelEmphasis;PORT_original_glrlm_LowGrayLevelRunEmphasis;PORT_original_glrlm_RunEntropy;PORT_original_glrlm_RunLengthNonUniformity;PORT_original_glrlm_RunLengthNonUniformityNormalized;PORT_original_glrlm_RunPercentage;PORT_original_glrlm_RunVariance;PORT_original_glrlm_ShortRunEmphasis;PORT_original_glrlm_ShortRunHighGrayLevelEmphasis;PORT_original_glrlm_ShortRunLowGrayLevelEmphasis;PORT_original_glszm_GrayLevelNonUniformity;PORT_original_glszm_GrayLevelNonUniformityNormalized;PORT_original_glszm_GrayLevelVariance;PORT_original_glszm_HighGrayLevelZoneEmphasis;PORT_original_glszm_LargeAreaEmphasis;PORT_original_glszm_LargeAreaHighGrayLevelEmphasis;PORT_original_glszm_LargeAreaLowGrayLevelEmphasis;PORT_original_glszm_LowGrayLevelZoneEmphasis;PORT_original_glszm_SizeZoneNonUniformity;PORT_original_glszm_SizeZoneNonUniformityNormalized;PORT_original_glszm_SmallAreaEmphasis;PORT_original_glszm_SmallAreaHighGrayLevelEmphasis;PORT_original_glszm_SmallAreaLowGrayLevelEmphasis;PORT_original_glszm_ZoneEntropy;PORT_original_glszm_ZonePercentage;PORT_original_glszm_ZoneVariance;PORT_original_ngtdm_Busyness;PORT_original_ngtdm_Coarseness;PORT_original_ngtdm_Complexity;PORT_original_ngtdm_Contrast;PORT_original_ngtdm_Strength;PORT_original_shape_Elongation;PORT_original_shape_Flatness;PORT_original_shape_LeastAxisLength;PORT_original_shape_MajorAxisLength;PORT_original_shape_Maximum2DDiameterColumn;PORT_original_shape_Maximum2DDiameterRow;PORT_original_shape_Maximum2DDiameterSlice;PORT_original_shape_Maximum3DDiameter;PORT_original_shape_MeshVolume;PORT_original_shape_MinorAxisLength;PORT_original_shape_Sphericity;PORT_original_shape_SurfaceArea;PORT_original_shape_SurfaceVolumeRatio;PORT_original_shape_VoxelVolume
37_Mixtes;186;322;568954953;3,150077888;62;3,626247298;404;250,1321885;41,56155936;249;52;352;27,08760579;256,067312;-0,302616737;4551639624;0,139183042;3004,356503;75,23498885;1066,59365;-18,98150255;17,52851088;1,441105475;0,847758089;0,843833464;1,646845001;0,709498283;0,659160293;0,635421525;0,993761415;0,94935128;-0,310426534;0,919415488;0,478998208;8,438761402;0,04058484;5,290146748;0,857249646;0,107204237;16,8775228;4,064350736;4,742404088;7,126243279;566,6590988;0,065305877;18,82926967;1207,691253;4,915671919;77,61207791;116,9732626;9225,872998;2,033319699;0,022523923;0,027975051;2,193031343;0,000850545;733,2201547;0,128502744;5,439092698;77,09765553;3,296411256;257,0209991;0,067239301;0,024349439;4,615308238;2880,25;0,499380192;0,657432115;0,913169368;0,730131621;55,8414462;0,019082777;11,22857143;0,080204082;13,31729592;83,27857143;71009,92143;5333550,243;1040,08114;0,053272907;25,98571429;0,185612245;0,424586523;37,82305567;0,012219175;5,972644335;0,016134609;67168,57811;3,825037796;0,001777656;48,0958345;0,024386369;0,158363392;0,777299751;0,750189665;41,97549329;55,95317459;64,40496875;56,63920903;64,89992296;67,08203932;69146;43,49238869;0,695219247;11718,54554;0,169475393;69416
38_Mixtes;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3_Mixtes;284;385;63534950;2,856927239;55;4,392197186;457;329,9232112;34,38703252;329;148;309;23,07025659;332,9883468;-0,260958588;508279600;0,170831696;2031,913824;78,18418947;549,1927446;-17,32334134;11,31167682;4,068131895;0,473678655;1,512342184;2,212069928;1,700354485;0,521538565;0,465213366;0,980673393;0,908685093;-0,116293584;0,671726852;0,439251975;8,739080503;0,031852412;5,538627559;0,5084576;0,070496506;17,47816101;3,702825994;3,844952179;5,842464873;67,65270506;0,118067548;6,400744375;97,88656195;3,412717122;79,31239092;36,06806283;2793,008726;0,534045826;0,018306556;0,087813637;7,102893258;0,003311115;78,15472897;0,164442268;3,648296593;79,51980934;1,755911716;138,1061444;0,030379524;0,018955732;3,645302941;340,714484;0,712828059;0,828970332;0,279481329;0,86791248;69,0751144;0,016914403;4,914893617;0,104572205;10,44363966;80,36170213;1003,638298;76409,87234;13,89383125;0,046128;9,127659574;0,194205523;0,42968361;34,33563713;0,029137983;5,112995501;0,082024433;855,005885;0,482156179;0,013845787;77,88350116;0,034954665;1,107880435;0,735479431;0,532885966;13,6957756;25,7011377;26;28,8444102;23,40939982;29,93325909;4480,666667;18,90265814;0,785919242;1672,378697;0,373243274;4584
4_Mixtes;122;168;117390406;1,595165326;26;2,548734672;232;144,4571532;14,58209848;144;88;144;10,98405213;145,527096;-0,081498209;939123248;0,374955822;310,2665657;11,00000137;7,770266952;-0,3096165;1,770787659;0,399839833;0,631351599;0,351621917;1,021848272;0,27281654;0,831650944;0,828971346;0,992141315;0,956696757;-0,256110813;0,736854237;0,314579277;3,264539744;0,20480416;2,784194823;0,661349992;0,328966399;6,529079488;2,323901785;0,542656873;6,106745683;234,0918275;0,042231973;43,74177123;2078,380119;0,54187508;11,34999098;307,5653978;3533,072163;31,75419946;0,112494611;0,016873084;0,218176985;0,002749719;767,2240345;0,334531439;0,682920874;11,30318463;10,95665897;125,9519433;1,137112968;0,121417871;4,044245742;683,1179088;0,291639501;0,413744293;4,673178043;0,543514798;6,195057935;0,069870159;13,94444444;0,19367284;2,12654321;13,61111111;153058,5694;1746417,181;15059,79389;0,208319712;19,94444444;0,277006173;0,543011656;7,807629526;0,114107796;4,641604168;0,012989356;147131,7081;17,481538;0,00189626;6,885489011;0,00769418;0,042770388;0,945856142;0,765159921;34,55736723;45,16358775;55,02726597;54,03702434;54,91812087;56,78027827;44107;42,71825687;0,710338459;8498,79086;0,192685761;44344
5_Mixtes;85;212;1673563668;2,931876877;66;2,825499766;320;140,0429476;39,05636597;131;12;308;27,63563661;148,1216783;0,587834498;13388509344;0,152104418;2328,004396;39,31235646;507,6007216;28,11123194;13,31143707;0,600486674;0,913355209;0,476414234;1,208035666;0,366133788;0,780394916;0,774059612;0,996504252;0,966545336;-0,456442219;0,960501855;0,386479707;6,011163721;0,070037912;4,430869127;0,916753441;0,163052943;12,02232744;3,779171854;3,477980935;7,344044582;3390,023296;0,044442419;37,03717334;11602,37291;3,801982572;41,28102099;270,0670302;9260,362944;11,18160078;0,03671638;0,012355833;0,701914904;0,00045036;4670,195548;0,135451679;4,283466234;46,72718264;9,317026152;329,8368619;0,380650026;0,033456347;5,181123624;11269,01067;0,319474964;0,45133402;3,937114899;0,569079939;29,15050902;0,017823737;38,58910891;0,095517596;10,29918635;69,17821782;2142838,205;73538298,25;77073,18139;0,048689497;89,61881188;0,221828742;0,474372057;31,31335353;0,024414927;6,098467401;0,005296346;2107189,214;46,37640252;0,000267761;25,07252602;0,016857416;0,018305066;0,833256132;0,704171133;79,65323316;113,1163001;128,1561547;130,4300579;109,6357606;132,2724461;609404;94,25485062;0,735571823;47256,61105;0,07754562;610232
6_Mixtes;266;319;161518870;1,853189759;26;3,06159427;360;293,6545064;16,04424699;294;232;128;11,0591525;294,3667004;-0,113866417;1292150960;0,326183711;418,7851406;11,5017073;15,0773596;-0,430501362;2,187201599;0,767155369;0,479181048;0,600262941;1,304837987;0,395168652;0,726483024;0,716557772;0,980033542;0,917171187;-0,128271403;0,575694355;0,465574002;3,338566433;0,132212566;3,416128941;0,498011565;0,245363905;6,677132865;2,579354833;0,738589242;5,934737152;106,001073;0,056867528;24,16278505;608,0064378;0,767856978;11,40021459;153,7854077;1772,281116;16,54092528;0,131433745;0,023788902;0,234775198;0,005554703;329,8259946;0,294834733;0,90265002;11,28874381;4,31017932;49,54273743;0,508123163;0,144012598;3,529197844;499,3113794;0,435364455;0,600569495;1,270018215;0,673064845;7,523715526;0,105080152;12,17948718;0,312294543;2,040762656;8,615384615;27255,28205;306530;2689,705591;0,344294872;6,58974359;0,168967784;0,25500196;1,968387617;0,076999667;4,333622335;0,020922747;24970,93228;11,09270962;0,004351069;6,581894468;0,023339071;0,052834597;0,693657112;0,636466247;23,89054138;37,53622678;40,49691346;37,20215048;37,94733192;45,16635916;14765,33333;26,03727066;0,776967485;3746,077721;0,25370763;14912
7_Mixtes;315,6;365,4;14801629;1,707189599;25;2,981844057;382;340,8425197;15,57604315;341;276;106;11,12008627;341,3916517;-0,324544225;118413032;0,348626697;374,6366173;11,16549145;5,816260419;-0,479145439;1,412895999;0,853958526;0,257296;0,660473474;1,274100991;0,380941626;0,700251111;0,689111768;0,968932331;0,894402185;-0,11492707;0,522745816;0,50779307;3,320122884;0,152513046;3,034986177;0,441802177;0,223389381;6,640245769;2,224880698;0,566713631;4,767534013;10,25984252;0,080786162;17,02424205;44,27559055;0,631161262;10,5511811;84,21259843;1082,440945;7,475148731;0,133272091;0,048186324;0,346032967;0,011998342;30,96447003;0,336595689;0,684581344;9,978819907;2,586611697;28,924283;0,304038505;0,146810559;2,753108885;53,72072765;0,569254105;0,723198062;0,53988421;0,773236651;7,284153505;0,123466983;2,555555556;0,283950617;1,333333333;8,444444444;569;6236,222222;58,83938272;0,258302469;1,666666667;0,185185185;0,211832038;1,163147293;0,067322955;3,169925001;0,070866142;369,8765432;1,109859297;0,057792384;4,755332155;0,031553926;0,417935626;0,758621437;0,565196437;8,576375135;15,17414932;16,1245155;15,23154621;13,41640786;17,20465053;958;11,51143495;0,829024388;566,8835099;0,59173644;1016
8_Mixtes;136,8;152,1;1286628;0,836640742;6;3,849451219;164;146,3;4,546666667;147;130;34;2,685763889;146,4370172;-0,184728772;10293024;0,608888889;40,11;1,524465232;0,403099079;0,215944289;0,369177051;0,334708381;0,051194516;0,334708381;0,894392103;0,21486157;0,83264581;0,83264581;0,933058324;0,88843054;-0,04500106;0,214717885;0,334708381;1,230606474;0,433195715;1,511004496;0,177623611;0,602039335;2,461212948;1,176296115;0,175971358;4,266830129;4,033333333;0,067222222;29,59333333;36,53333333;0,195555556;1,8;133,6333333;150,9333333;129,3083333;0,8;0,035231736;0,104730886;0,017856948;21,0062131;0,5403539;0,22982305;2,086457212;3,173213679;4,821942483;2,761031478;0,728385697;2,086439119;18,65938327;0,471344553;0,646153846;0,644077898;0,685010557;1,653195086;0,442964425;1,666666667;0,555555556;0,222222222;3;688;816;656;0,5;1,666666667;0,555555556;0,010588843;0,041838843;0,002776343;0,918295834;0,05;288;26,64598938;0,09382275;0,355279858;0,071063426;0,091728177;0,702794348;0,52991688;6,466835243;12,2034898;12,64911064;8,94427191;13,41640786;14;438;8,576543649;0,849333011;328,3891961;0,749747023;480
9_Mixtes;174;289;297110913;2,730576712;51;4,103633555;441;221,7170656;34,58800106;211;132;309;22,93158055;226,1952022;1,110568449;2376887304;0,186801414;2005,812319;20,87514129;491,2225122;39,77414596;11,28658908;0,809380252;0,86558306;0,585853416;1,343673689;0,455296511;0,738886959;0,728761687;0,995318365;0,959173422;-0,357625234;0,917889462;0,437021994;4,272592157;0,07620714;4,393184157;0,881159675;0,158930069;8,545184314;3,57481379;3,023992333;6,994047402;282,4065783;0,048632095;31,66485221;1084,755812;3,343090821;22,60048218;187,4566902;3142,773377;17,81017515;0,084716658;0,02058245;0,751122016;0,001760174;532,1493003;0,164058204;3,897945255;25,70874373;5,194620573;99,10835098;0,469277596;0,079764649;4,582569705;1341,46439;0,406009538;0,55839769;1,792723118;0,653109403;18,55745375;0,0492844;7,164383562;0,098142241;10,46500281;46,79452055;82905;1299437,466;6959,648846;0,120578007;13,2739726;0,181835241;0,420576044;20,25390594;0,050241883;5,480585689;0,012571035;76577,12441;6,590836788;0,002448238;35,86575536;0,018203616;0,25473298;0,86423939;0,690922489;33,97823997;49,17807786;52,83937925;55,56977596;54,03702434;62,51399843;46217,66667;42,50163201;0,690097513;9024,96805;0,195270958;46456
24_CCK;923,6;1057;150634231;3,108035895;81,5;2,820071348;1139;987,5;43,66233766;984,5;859;280;30,09298576;989,0118084;0,207921353;1205073848;0,136869624;2988,107143;41,03389837;482,6457058;9,919328334;13,64984024;5,740853098;0,407450505;1,893999603;2,374627294;2,081113391;0,459856229;0,383674297;0,964115172;0,87277091;-0,184234332;0,820556863;0,366318926;6,248074756;0,025188695;5,63184345;0,53047912;0,054166486;12,49614951;3,76098837;4,847673334;5,470160991;23,87012987;0,155000843;4,031877214;21,07792208;4,843987182;41;18,61038961;746,025974;0,709439694;0,056374682;0,185256448;7,642577533;0,023394236;18,42855173;0,13419426;5,004382906;41,11134431;1,403617215;57,32545732;0,073780124;0,058619852;3,595892818;110,7209606;0,803642598;0,891608392;0,137764795;0,915206998;37,72076113;0,055308375;3,235294118;0,095155709;9,205017301;44,85294118;56,52941176;2067,117647;2,178975435;0,116378594;7,588235294;0,223183391;0,47261754;19,72467565;0,090101876;4,675698135;0,220779221;36,01384083;0,358290884;0,042122536;71,86721588;0,097534662;1,99335298;0,747983621;0,504370566;8,660515477;17,17093751;17,88854382;15,23154621;17,20465053;19,79898987;1170;12,84358001;0,775712066;692,2147013;0,591636497;1232
216_CHC;252;290;21644513;1,531986572;23;2,894554587;311;270,3898305;13,20390692;271;219;92;9,732531931;270,8712434;-0,199061218;173156104;0,39734559;260,5700661;12,18284312;4,504541989;-0,173652953;1,283205398;0,478443889;0,455236394;0,441253816;1,067205908;0,27549914;0,785571437;0,783092099;0,981894254;0,927343175;-0,153298967;0,572113337;0,408712502;3,461408309;0,203364742;2,680730501;0,473244274;0,28957283;6,922816618;2,154343673;0,440412322;5,534470688;15,10169492;0,051192186;35,25255961;117,2169492;0,491467969;11,86779661;177,5491525;2224,552542;15,56357721;0,104204331;0,037575544;0,291621686;0,0092721;61,25811736;0,357698171;0,611485861;11,49918693;4,581196039;56,29378048;0,433695618;0,11457469;3,18643665;72,42317894;0,411524272;0,579661017;1,302170367;0,65315047;7,301915248;0,082077684;4,538461538;0,349112426;1,443786982;8,692307692;2580,230769;30590,38462;237,2965171;0,239594017;2,384615385;0,183431953;0,378181967;1,59065375;0,147440718;3,180832987;0,044067797;2065,289941;2,118837889;0,026570088;3,845878704;0,018590461;0,235734286;0,768761792;0,659365345;12,40889634;18,81945485;21,54065923;17,88854382;20,39607805;21,9089023;2289,333333;14,46767783;0,854830768;982,6752102;0,429240773;2360
38_CHC;51;91;245162460;1,541592951;20;4,308885805;171;70,85613294;12,44997956;70;8;163;8,46205996;72,69123294;0,603293784;1961299680;0,41139996;263,4237707;11,4254946;10,56733769;1,00681005;1,676200166;0,273745673;0,718819743;0,267105325;0,849300174;0,200375787;0,867523047;0,867111372;0,994541516;0,966703028;-0,342006755;0,796192849;0,261587944;3,327890638;0,265944752;2,500762575;0,723790654;0,446388751;6,655781276;2,212359307;0,48748646;5,809114954;2584,103649;0,05569549;40,19258224;19087,72393;0,513622263;11,73670711;403,5683557;4428,113973;42,34468226;0,103037658;0,0079583;0,111929299;0,000924733;4779,956161;0,337186197;0,716473741;12,87327939;23,76759864;255,8922455;2,498046938;0,100680508;4,597547069;3076,497392;0,210820678;0,305291622;11,54845572;0,444370634;6,150178907;0,044076903;41,21621622;0,222790358;2,370197224;16,28108108;4716572,654;50580083,12;474570,6506;0,147446467;38,13513514;0,206135866;0,44613559;6,946385316;0,069402284;4,998135418;0,003987327;4653674,725;138,3699859;0,000234758;5,748638009;0,006210863;0,005865252;0,754273685;0,612816406;64,08218075;104,5699497;97,75479528;123,434193;106,3202709;126,83848;370663,6667;78,87436134;0,783663204;31842,56279;0,08590689;371176
73_CHC;102;237;3993865320;3,10344065;63;5,497108144;551;163,0709061;42,3513812;153;38;513;27,04254704;172,6540305;1,167927997;31950922560;0,147077272;3217,293823;40,37118948;1835,832243;87,19427461;18,87880966;0,92984327;0,90581531;0,579491535;1,393337618;0,582322753;0,753076229;0,741944637;0,998109639;0,975402969;-0,430720816;0,961070455;0,396809047;5,990304994;0,061417141;4,824527143;0,913622864;0,151990056;11,98060999;3,9945718;4,952163232;7,556409713;5684,382236;0,042427095;40,3044342;19705,4129;5,237111847;41,73357217;247,3885207;8052,002866;12,55163241;0,043331463;0,017714333;1,350878036;0,000609927;8324,02863;0,127786501;6,597619003;48,85406475;7,957365002;275,909448;0,399721641;0,038671404;5,261941376;23600,16671;0,355443647;0,484983982;3,372645018;0,608211896;33,6575762;0,021734063;96,08245243;0,067711383;16,96042385;97,77026075;1756713,029;55866900,81;67726,84605;0,037721065;251,1775899;0,177010282;0,419034285;41,34447717;0,015794569;7,175138891;0,010591133;1747798,156;39,87527068;0,000140332;111,4097994;0,009440511;0,05937548;0,684776934;0,469743549;79,05768592;168,2996735;191,6037578;162,8250595;145,6021978;200,4993766;1071264,333;115,2477345;0,708963938;71415,26908;0,06666447;1071840
21_Mixtes;140;158;18297799;1,022025195;9;3,568676073;170;149,3028083;5,511677035;150;121;49;3,886379153;149,4711842;-0,405702628;146382392;0,497734663;50,30635353;6,414103784;0,654820825;-0,053528503;0,61102934;0,401178599;0,207096197;0,400462002;0,958525363;0,235692638;0,799888432;0,799840659;0,959915214;0,899920329;-0,047975015;0,249323915;0,39983498;2,522210506;0,265114389;1,981768273;0,210729017;0,325620059;5,044421012;1,578764863;0,253051985;5,285527626;44,83394383;0,0547423;25,49115408;407,6446886;0,254853815;6,532356532;205,981685;1397,936508;35,55233347;0,181284765;0,013041075;0,066690396;0,004484768;212,1435166;0,496243686;0,2588284;6,375545054;5,753389862;38,36713073;1,01508104;0,187234303;2,915743792;154,2569895;0,348875252;0,521743214;1,68389818;0,582394873;3,599488689;0,113545128;1,5;0,375;0,6875;3,75;83464,75;550177,5;14857,67361;0,590277778;1,5;0,375;0,500002999;0,50001922;0,500000549;1,5;0,004884005;41542,1875;26,21786991;0,006267704;1,548200346;0,033420698;0,021918703;0,823258513;0,693588694;17,80489349;25,67068012;26,07680962;29,52964612;26,90724809;31,68595904;6451,666667;21,13360594;0,836126859;2004,440784;0,310685733;6552
22_Mixtes;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
