;ART_original_firstorder_10Percentile;ART_original_firstorder_90Percentile;ART_original_firstorder_Energy;ART_original_firstorder_Entropy;ART_original_firstorder_InterquartileRange;ART_original_firstorder_Kurtosis;ART_original_firstorder_Maximum;ART_original_firstorder_Mean;ART_original_firstorder_MeanAbsoluteDeviation;ART_original_firstorder_Median;ART_original_firstorder_Minimum;ART_original_firstorder_Range;ART_original_firstorder_RobustMeanAbsoluteDeviation;ART_original_firstorder_RootMeanSquared;ART_original_firstorder_Skewness;ART_original_firstorder_TotalEnergy;ART_original_firstorder_Uniformity;ART_original_firstorder_Variance;ART_original_glcm_Autocorrelation;ART_original_glcm_ClusterProminence;ART_original_glcm_ClusterShade;ART_original_glcm_ClusterTendency;ART_original_glcm_Contrast;ART_original_glcm_Correlation;ART_original_glcm_DifferenceAverage;ART_original_glcm_DifferenceEntropy;ART_original_glcm_DifferenceVariance;ART_original_glcm_Id;ART_original_glcm_Idm;ART_original_glcm_Idmn;ART_original_glcm_Idn;ART_original_glcm_Imc1;ART_original_glcm_Imc2;ART_original_glcm_InverseVariance;ART_original_glcm_JointAverage;ART_original_glcm_JointEnergy;ART_original_glcm_JointEntropy;ART_original_glcm_MCC;ART_original_glcm_MaximumProbability;ART_original_glcm_SumAverage;ART_original_glcm_SumEntropy;ART_original_glcm_SumSquares;ART_original_gldm_DependenceEntropy;ART_original_gldm_DependenceNonUniformity;ART_original_gldm_DependenceNonUniformityNormalized;ART_original_gldm_DependenceVariance;ART_original_gldm_GrayLevelNonUniformity;ART_original_gldm_GrayLevelVariance;ART_original_gldm_HighGrayLevelEmphasis;ART_original_gldm_LargeDependenceEmphasis;ART_original_gldm_LargeDependenceHighGrayLevelEmphasis;ART_original_gldm_LargeDependenceLowGrayLevelEmphasis;ART_original_gldm_LowGrayLevelEmphasis;ART_original_gldm_SmallDependenceEmphasis;ART_original_gldm_SmallDependenceHighGrayLevelEmphasis;ART_original_gldm_SmallDependenceLowGrayLevelEmphasis;ART_original_glrlm_GrayLevelNonUniformity;ART_original_glrlm_GrayLevelNonUniformityNormalized;ART_original_glrlm_GrayLevelVariance;ART_original_glrlm_HighGrayLevelRunEmphasis;ART_original_glrlm_LongRunEmphasis;ART_original_glrlm_LongRunHighGrayLevelEmphasis;ART_original_glrlm_LongRunLowGrayLevelEmphasis;ART_original_glrlm_LowGrayLevelRunEmphasis;ART_original_glrlm_RunEntropy;ART_original_glrlm_RunLengthNonUniformity;ART_original_glrlm_RunLengthNonUniformityNormalized;ART_original_glrlm_RunPercentage;ART_original_glrlm_RunVariance;ART_original_glrlm_ShortRunEmphasis;ART_original_glrlm_ShortRunHighGrayLevelEmphasis;ART_original_glrlm_ShortRunLowGrayLevelEmphasis;ART_original_glszm_GrayLevelNonUniformity;ART_original_glszm_GrayLevelNonUniformityNormalized;ART_original_glszm_GrayLevelVariance;ART_original_glszm_HighGrayLevelZoneEmphasis;ART_original_glszm_LargeAreaEmphasis;ART_original_glszm_LargeAreaHighGrayLevelEmphasis;ART_original_glszm_LargeAreaLowGrayLevelEmphasis;ART_original_glszm_LowGrayLevelZoneEmphasis;ART_original_glszm_SizeZoneNonUniformity;ART_original_glszm_SizeZoneNonUniformityNormalized;ART_original_glszm_SmallAreaEmphasis;ART_original_glszm_SmallAreaHighGrayLevelEmphasis;ART_original_glszm_SmallAreaLowGrayLevelEmphasis;ART_original_glszm_ZoneEntropy;ART_original_glszm_ZonePercentage;ART_original_glszm_ZoneVariance;ART_original_ngtdm_Busyness;ART_original_ngtdm_Coarseness;ART_original_ngtdm_Complexity;ART_original_ngtdm_Contrast;ART_original_ngtdm_Strength;ART_original_shape_Elongation;ART_original_shape_Flatness;ART_original_shape_LeastAxisLength;ART_original_shape_MajorAxisLength;ART_original_shape_Maximum2DDiameterColumn;ART_original_shape_Maximum2DDiameterRow;ART_original_shape_Maximum2DDiameterSlice;ART_original_shape_Maximum3DDiameter;ART_original_shape_MeshVolume;ART_original_shape_MinorAxisLength;ART_original_shape_Sphericity;ART_original_shape_SurfaceArea;ART_original_shape_SurfaceVolumeRatio;ART_original_shape_VoxelVolume
6_CCK;75;115;9661774;1,560549991;20;3,544537235;146;94,35741445;12,84315228;95;36;110;8,523073381;95,83421006;-0,109324439;77294192;0,408786812;280,8741561;11,00219318;9,631874769;-0,214488445;1,698420773;0,511439048;0,538294804;0,451584585;1,116387224;0,301338911;0,783764859;0,780193154;0,980861994;0,926131109;-0,174528649;0,636608571;0,403165305;3,271905285;0,194285227;2,93475311;0,551458195;0,358918837;6,543810569;2,365850176;0,552464955;5,72652674;55,59315589;0,052845205;26,9298096;430,0437262;0,51927435;11,28041825;194,8441065;2104,265209;20,60144223;0,114199937;0,0187462;0,216293751;0,002775246;206,0917372;0,362076088;0,639509325;11,55574919;5,279872628;57,7911028;0,578624537;0,119770273;3,472575191;215,9673628;0,370413155;0,540070196;1,597061737;0,609082747;7,179757274;0,077227889;3,428571429;0,244897959;1,693877551;11,57142857;31716,28571;334637,9286;3250,497897;0,198551587;3,142857143;0,224489796;0,452780324;4,912652803;0,071448015;3,4677201;0,013307985;26069,83673;7,105419155;0,00810289;3,486878937;0,018174502;0,070557388;0,732259953;0,632142423;19,35872497;30,62399274;32,80243893;34,05877273;29,73213749;35,665109;8290;22,42472348;0,762328472;2598,433884;0,313441964;8416
8_CCK;88;133;24139123;1,634919588;24;2,934646611;181;110,876891;13,78313957;111;64;117;9,871707699;112,2146831;0,00625948;193112984;0,373565841;298,4501545;8,689958302;8,578873292;-0,079966768;1,784307762;0,452563818;0,595325154;0,416831906;1,05914674;0,273762921;0,797526494;0,795157239;0,987914379;0,941090042;-0,206852076;0,683928647;0,385688051;2,890771051;0,180285618;2,912092464;0,598876275;0,336302809;5,781542102;2,406423172;0,559217895;5,872450361;101,1345853;0,052756696;27,82498628;716,1257173;0,566220095;9,348461137;223,372457;1947,271257;32,41870617;0,148917724;0,017811774;0,203846924;0,003749501;331,4145171;0,345118064;0,665906751;9,765887761;6,241654948;55,57790328;0,913432188;0,152978913;3,678302549;327,6250018;0,332796754;0,500621965;1,953255796;0,569048664;5,780786527;0,090497619;5,714285714;0,204081633;2,229591837;13,5;46590,82143;412078,8929;5992,642708;0,234950397;6,071428571;0,216836735;0,458620223;5,861381547;0,126332048;4,280394654;0,014606155;41903,46301;8,895154206;0,005233126;5,124728161;0,012122025;0,073502829;0,954005334;0,849598336;25,77674385;30,33991799;34,92849839;40,19950248;39,84971769;41,95235393;15175,33333;28,94444361;0,74292149;3989,943044;0,262922926;15336
9_CCK;190;400;6009232223;3,707574172;113;4,158247003;929;283,9817002;66,76230686;270;51;878;47,46919186;296,0129788;0,793736125;48073857784;0,090452359;6978,077574;103,7143784;5931,617187;188,7699714;39,23784461;4,238153253;0,804620561;1,435874258;2,22047133;2,103730203;0,548916712;0,499655209;0,996808914;0,963027487;-0,233935463;0,892840733;0,442254224;9,744919333;0,017925681;6,486025889;0,818987289;0,047310168;19,48983867;4,602834788;10,86899946;7,417402614;5285,877603;0,077076081;15,38320414;6203,222747;11,24691262;108,8562992;67,96410032;5488,040989;1,197292526;0,015077435;0,068774965;10,48700132;0,000979533;4491,138557;0,086187612;11,85781469;114,9626281;2,315848494;228,6713468;0,036912091;0,014598019;4,780334664;33054,78628;0,629473868;0,759566593;0,536600268;0,819766229;97,94580725;0,01170143;229,9466447;0,063241651;22,26198495;177,3110561;80369,65622;6195915,429;1203,629747;0,015699101;951,6947195;0,261742222;0,524677347;94,00079333;0,007974732;6,968491349;0,053018373;80013,90433;10,36576109;0,000195523;679,063268;0,016738983;0,216629523;0,687754415;0,515092886;70,62432099;137,1098745;134,4172608;128,8875479;134,8332303;155,5634919;547523,6667;94,29792152;0,544939175;59393,3778;0,108476366;548640
100_CHC;82;196;779965437;2,877634306;60;3,450849606;353;134,9837398;35,75402465;130;1;352;24,95814389;142,3354093;0,582153856;6239723496;0,160834601;2038,758716;37,81372885;444,0421332;21,36275156;11,61048648;1,576799244;0,760806351;0,868595562;1,687405053;0,796096452;0,656624106;0,631817158;0,993220967;0,948152772;-0,238516974;0,848321566;0,472306264;5,941822488;0,045929917;5,054521751;0,767744216;0,104764639;11,88364498;3,76905242;3,296821432;6,986383924;2341,994156;0,060832597;21,90446599;6191,971298;3,345979834;38,37575002;126,6106392;4247,980623;5,091361868;0,039871657;0,027720834;1,318948854;0,001401726;3739,678755;0,150529071;3,712230166;40,07673935;3,577511452;128,1888377;0,143195333;0,039938498;4,395116065;12383,99276;0,492148144;0,644899868;1,079605081;0,72426959;29,97044262;0,029014778;56,02848101;0,08865266;10,86011607;53,91613924;332220,1472;11126770,61;11566,73533;0,07485167;110,5221519;0,174876823;0,418069407;23,57342405;0,032620089;6,715749981;0,016416011;328509,3711;28,65427673;0,000324911;59,58647997;0,017958397;0,036427945;0,926991242;0,64625071;59,80674441;92,54418374;113,1724348;104,3072385;106,0754448;115,8274579;307400,3333;85,78764783;0,617334962;35680,6541;0,116072269;307992
101_CHC;107,6;160,4;2600726;1,653817127;28,75;2,748026972;169;137,9402985;16,07730007;140;77;92;11,88679245;139,3140445;-0,594287218;20805808;0,341055914;380,8770327;10,58613279;6,527171299;-1,051135704;1,605202541;0,696900024;0,391679066;0,571589881;1,243693056;0,36425959;0,734660132;0,726736074;0,961326495;0,889809891;-0,122474272;0,54531719;0,466004157;3,218414235;0,156434876;2,93184035;0,451697978;0,239176575;6,43682847;2,224952173;0,575525641;5,065094321;9,164179104;0,068389396;20,26375585;45,70149254;0,636221876;10,08955224;108,119403;1381,656716;10,07841003;0,144745025;0,040842604;0,260231527;0,010982015;30,50091205;0,33567609;0,647698995;9,256330489;2,832482467;31,15786491;0,354269736;0,163350698;2,815461968;45,89725806;0,496315985;0,677956372;0,563222376;0,718194292;6,016097007;0,131824679;2,142857143;0,306122449;0,816326531;6,714285714;797,4285714;8898;83,83829365;0,290674603;1,285714286;0,183673469;0,303378355;1,881254418;0,067888526;2,807354922;0,052238806;430,9795918;1,93515508;0,053761721;2,763893314;0,049132559;0,285578038;0,843736038;0,563562386;8,217590555;14,58150999;13,41640786;16,1245155;16,4924225;16,61324773;1018,666667;12,30294547;0,878157887;557,5274419;0,54731097;1072
104_CHC;75;189;3388934852;2,868006775;56;5,582152227;653;133,4597924;34,77000014;132;9;644;23,83822345;140,8595853;0,652597859;27111478816;0,162323423;2029,906594;36,52754851;624,5844622;20,55222784;11,62872917;1,157058989;0,818725441;0,708169245;1,50943755;0,636528021;0,703108991;0,686905448;0,998430907;0,975236138;-0,308087392;0,899520846;0,454850208;5,823189947;0,053420058;4,814110517;0,853760275;0,118897144;11,64637989;3,764178113;3,196447039;7,213311882;8905,534997;0,052139829;28,16829733;27725,00306;3,328213877;37,66878414;179,2784176;6192,025644;7,856209629;0,041406453;0,019578143;1,001853652;0,000859674;14944,79591;0,154664298;3,701632382;39,31520463;5,144288054;182,5487487;0,222457635;0,040498879;4,669942911;40874,41971;0,414309605;0,565665937;1,798137031;0,659110408;26,7871571;0,026431889;153,0760201;0,085565131;14,88284126;66,42705422;2448642,276;83554557,44;86419,59305;0,053604895;333,7210732;0,186540566;0,430156714;31,83812989;0,022634953;6,963862577;0,010474178;2439527,203;48,26751684;8,2764E-05;230,4415538;0,00457109;0,085423201;0,597740245;0,52501751;97,58928807;185,8781588;203,1846451;200,4894012;135,7939616;211,8395619;1365547,333;111,1068561;0,730507576;81482,41754;0,059670152;1366408
107_CHC;111;182;424032230;2,290258696;35;4,594908969;310;145,7147321;22,14932667;145;0;310;14,96026074;148,5986599;0,149442414;3392257840;0,249594156;848,778592;41,46445042;90,27084192;2,201074759;4,597115967;0,839238054;0,690656693;0,597231905;1,370392247;0,474372593;0,735764629;0,724901151;0,995148938;0,958444927;-0,228297668;0,789411355;0,436936666;6,365922204;0,098568514;3,981641251;0,704206723;0,204632432;12,73184441;3,105108063;1,359088505;6,667708531;908,2428266;0,047296924;33,03080778;4792,956569;1,44842089;41,72592824;203,479925;8439,76186;5,38399421;0,028924301;0,022428974;0,935741625;0,001054283;2276,290528;0,220855876;1,817250997;41,87251144;5,802182049;240,1550838;0,158730986;0,030614423;4,269007036;4070,259204;0,389170959;0,53632245;2,148904475;0,638751807;26,79523711;0,020620294;41,1221865;0,13222568;6,207255922;42,71061093;275927,7781;11243244,97;7137,625819;0,064547075;69,22508039;0,222588683;0,459279637;18,51959866;0,031843719;5,689287277;0,016195386;272115,212;15,49561767;0,000549953;34,69844892;0,008276809;0,048224757;0,936397496;0,773942149;52,58712738;67,9471036;77,25283166;77,89736838;77,89736838;82,68010643;153348,3333;63,62549765;0,789734436;17543,7497;0,114404567;153624
108_CHC;133;201;12955836;2,133240481;33;2,920990395;230;166,1877729;20,66184855;166;87;143;14,61887083;168,189927;-0,136809562;103646688;0,268282451;669,4756584;19,63887687;30,24122376;-0,086789513;3,217274671;0,996365502;0,522161991;0,67790624;1,446227976;0,518953493;0,708171711;0,69240541;0,981101592;0,919472879;-0,159924068;0,663051531;0,452058142;4,368106595;0,102387158;3,80767594;0,559831465;0,222527961;8,73621319;2,831393876;1,053410043;5,891147001;28,5371179;0,062308118;23,76762457;122,8733624;1,145401499;18,64628821;124,3799127;2491,344978;7,232686939;0,078537972;0,031676444;0,496270879;0,007917407;73,89971343;0,247223847;1,294556831;18,0403882;3,358574181;64,06023516;0,232649557;0,087711044;3,52585054;147,5325231;0,484006436;0,652670474;0,870247413;0,714848909;12,36391403;0,069618498;2,230769231;0,171597633;4,544378698;16;4181,846154;76864,76923;254,4638536;0,318716641;1,615384615;0,124260355;0,27483082;4,911480959;0,176339919;3,546593564;0,028384279;2940,639053;1,532373756;0,021143371;9,293360942;0,026549486;0,325232626;0,852795104;0,703766865;14,6276073;20,78473431;24,41311123;23,40939982;20,39607805;25,13961018;3574,666667;17,72511965;0,817468745;1383,046136;0,386902127;3664
110_CHC;114;169;10627488;1,981691358;28;3,740785566;213;143,7844311;17,86601647;147;64;149;11,87069895;145,6452914;-0,584991719;85019904;0,307707937;538,5882606;19,6788897;25,04102606;-2,198603831;2,509024413;0,955721205;0,446060963;0,678578619;1,408121765;0,479244402;0,702195682;0,688206722;0,981742708;0,918863976;-0,121545828;0,573218512;0,47899392;4,391984643;0,129042586;3,550608231;0,477728382;0,232586643;8,783969286;2,624766698;0,866186404;5,692733399;29,33133733;0,058545583;24,59395779;154,1616766;0,986896467;19,28343313;122,1736527;2604,149701;6,360747654;0,073921533;0,035111484;0,487338645;0,008138625;89,66342229;0,271141987;1,176344206;18,52276416;3,218902105;65,07736996;0,204579844;0,083277395;3,41931345;166,7966437;0,499446083;0,658529096;0,847108469;0,730230961;13,02241471;0,067413716;2,875;0,1796875;3,74609375;15,5625;4732,5625;96747,9375;253,6223005;0,275042871;2,375;0,1484375;0,308618696;3,202482147;0,16268653;3,75;0,031936128;3752,089844;1,736569538;0,016024207;9,864940798;0,023669827;0,280950798;0,793822496;0,698635241;15,18475085;21,73487675;24,41311123;22,36067977;21,63330765;25,13961018;3922,666667;17,2536341;0,861934692;1395,502761;0,355753593;4008
111_CHC;137;232;59699276;2,587878617;41;4,325002009;334;177,8667407;29,03543747;170;79;255;18,2190178;182,0655074;0,933295602;477594208;0,213741764;1511,271526;23,22177815;270,2824499;20,58679526;7,975867232;1,672294679;0,65178661;0,915032912;1,728603849;0,815805983;0,641663424;0,614348287;0,986917227;0,928257973;-0,168474864;0,743303463;0,480812852;4,652451689;0,065007379;4,71982558;0,675047499;0,169120969;9,304903377;3,413894206;2,412040478;6,407774071;115,2554137;0,063995232;21,30437807;384,9489173;2,503209858;24,08106607;101,0499722;2048,947252;6,449981783;0,069712497;0,050759128;1,362416408;0,00571252;235,6784267;0,18818518;2,889895563;25,20388472;2,885529696;64,72925256;0,193134368;0,071894675;3,919043128;695,3783422;0,551180955;0,694998505;0,770215285;0,768903741;20,03705621;0,056777876;11,51351351;0,15558802;7,022096421;28,25675676;8429,202703;158962,973;500,0450911;0,149308603;21,2972973;0,287801315;0,549341405;13,93638898;0,082017849;4,646081403;0,041088284;7836,872352;3,148790977;0,005641354;31,25296837;0,027241893;0,29262812;0,837548482;0,764136486;24,25422458;31,74069691;34,05877273;34,05877273;36,05551275;38,52272057;14266,33333;26,58437251;0,819111383;3472,823739;0,243427912;14408
112_CHC;117;183;19217029;2,111171574;37;3,42865463;252;147,6850117;20,9503288;145;82;170;14,81910849;150,0079194;0,614484727;153736232;0,271410472;691,5131946;12,12751642;45,6541969;4,363088819;3,68810797;0,972179625;0,581800731;0,698261285;1,423088731;0,475737729;0,69221442;0,678006348;0,985550318;0,925349216;-0,156210532;0,679430143;0,497482147;3,383522064;0,092553603;3,900737263;0,603364478;0,185058804;6,767044127;2,922039037;1,165071899;6,045748841;52,93676815;0,061986848;20,78345738;231,7845433;1,143324704;12,85831382;113,5199063;1252,019906;13,96118605;0,120988527;0,03897611;0,562662952;0,009475587;146,2068314;0,256101819;1,268096886;13,43925017;3,123415981;37,4775582;0,377508909;0,122166508;3,507532951;295,1071798;0,510977116;0,668077824;0,811930323;0,738133262;10,22417353;0,091850991;5,875;0,18359375;4,12109375;15,9375;5782,5;64111,28125;621,3497912;0,284385319;6,375;0,19921875;0,42008106;5,69405124;0,174952617;4,241729297;0,037470726;5070,277344;3,350853149;0,009729727;14,93250163;0,020917564;0,276268731;0,519103742;0,395615271;14,44599388;36,51525845;37,94733192;37,94733192;26;38,41874542;6710,333333;18,95520731;0,761083413;2260,552497;0,336876334;6832
116_CHC;71;115;105419314;1,62919482;26;2,835949221;189;93,78377912;14,14857183;94;38;151;10,33417619;95,37144766;-0,022144584;843354512;0,366929734;300,3158025;11,34122625;8,829223967;-0,236718193;1,788965198;0,430514376;0,611801671;0,388043116;1,048470496;0,275121601;0,812740493;0,810196529;0,991502512;0,952073133;-0,224126815;0,702654103;0,353666941;3,316853768;0,189136085;2,869052033;0,643762121;0,30105344;6,633707535;2,37974981;0,554869894;6,057917195;523,2945643;0,045150523;36,34287104;4252,715617;0,566241025;11,31207938;292,4477998;3456,505867;29,41512898;0,113554284;0,010850515;0,113397843;0,002016939;1629,155379;0,332384909;0,692283325;10,87347361;10,42277851;121,7021993;1,074799234;0,125989112;4,035577583;1434,63037;0,284632148;0,42295082;4,216536991;0,526584706;5,495926736;0,073231932;14,50724638;0,210249947;2,595253098;12,30434783;692206,8406;7830810,797;68811,07833;0,27074263;10,30434783;0,149338374;0,367358219;3,606010361;0,114009379;4,972574596;0,005953408;663992,5789;40,60882988;0,000832612;7,435175073;0,008674796;0,019101324;0,898276438;0,855223521;47,33529544;55,34844897;62,80127387;68,11754546;67,08203932;68,38128399;92468,33333;49,71820759;0,799478915;12369,12932;0,133766111;92720
119_CHC;143;252;67040342;2,788918586;64;2,538045838;315;193,8261891;35,05527912;189;91;224;25,82648663;198,4087343;0,334501107;536322736;0,162788613;1797,434264;30,51148461;229,0839072;8,677647851;9,584778834;2,163312993;0,631276339;1,076380874;1,869531453;0,978422833;0,600534805;0,56454577;0,979911419;0,909703523;-0,149853338;0,73302633;0,48447089;5,353097261;0,037836109;5,150232241;0,640557306;0,085135513;10,70619452;3,630543126;2,937022957;6,560609283;126,8015267;0,074457737;15,41917634;277,2290076;2,958061988;30,86846741;74,13094539;2092,411627;3,683463382;0,052548655;0,061295301;1,935204912;0,004181245;198,5012292;0,15670928;3,127385108;31,35455991;2,352775034;70,35857611;0,121224782;0,053505344;3,897975536;767,671651;0,602609292;0,743755364;0,521545771;0,80332639;25,41325523;0,04372567;10,42168675;0,125562491;5,315430396;32,78313253;4668,951807;120264,2048;228,5980058;0,081226692;21,31325301;0,256786181;0,51336027;16,05380622;0,04207697;4,943921314;0,048737522;4247,960517;3,792084707;0,005806591;27,81537537;0,046566609;0,186589118;0,971634003;0,905295081;25,44177923;28,10329999;34,05877273;34,05877273;31,6227766;36,27671429;13485,33333;27,30612187;0,795930076;3442,312806;0,255263457;13624
11_CHC;545,2;775,6;132775017;3,72156991;131;2,354280009;854;645,3578275;73,44898897;628;479;375;54,089805;651,3074023;0,526823697;1062200136;0,084873787;7714,606784;73,75031053;3817,533091;78,9912785;42,44179533;8,581515392;0,664803284;2,30241035;2,616935536;3,01661169;0,417786472;0,335136782;0,969502154;0,882178941;-0,21026777;0,881231214;0,340822399;8,077096427;0,011617873;6,712415213;0,686086442;0,027541001;16,15419285;4,552525973;12,75582768;6,051335351;53,10223642;0,169655707;2,869499536;26,56549521;12,48076432;66,71246006;15,2428115;1099,773163;0,524343438;0,048614088;0,20837888;12,51467356;0,019079051;23,88744598;0,0844866;12,43612583;66,30041492;1,346921708;90,4673675;0,062357028;0,05007964;4,171887281;233,1128228;0,823069769;0,903170312;0,117086698;0,925208611;60,93931403;0,04748858;6,027027027;0,081446311;13,66197955;62,47297297;52,31081081;3074,608108;2,071011949;0,086719783;20,54054054;0,277574872;0,54162662;30,35360642;0,067262627;5,270481157;0,236421725;34,42019722;0,518004065;0,029108891;130,2171537;0,138575076;2,687237806;0,624071359;0,533982943;12,10416234;22,66769473;23,32380758;22,36067977;17,88854382;24,65765601;2415,666667;14,14625905;0,775759788;1122,315252;0,464598559;2504
121_CHC;42;69;10047747;1,109998376;13;5,234580867;112;55,52616465;8,224577467;55;23;89;5,504077498;56,62195359;0,627055225;80381976;0,544327627;122,8906683;7,841431745;2,662290777;0,164987453;0,748251776;0,368857062;0,339147524;0,355397218;0,969152796;0,239105315;0,824544698;0,823647375;0,985920297;0,941087603;-0,100545768;0,421767832;0,343619855;2,783266758;0,330008592;2,104595917;0,477455923;0,520382791;5,566533516;1,709196522;0,279277209;5,413983469;137,9776643;0,044026058;38,83615361;1705,922782;0,280432635;7,999042757;273,6081685;2306,946713;35,32679084;0,146825232;0,019200686;0,168954569;0,003601954;629,9817435;0,447590107;0,389023763;7,678676339;8,980762118;75,14506736;1,188362126;0,161150188;3,405329568;459,843536;0,319057586;0,44914339;3,667802678;0,568668472;4,251910872;0,098090564;16,90909091;0,384297521;1,134297521;10,40909091;119185;1000069,432;15289,40246;0,180359848;16,68181818;0,379132231;0,628592481;6,370846074;0,128480994;3,105121169;0,014039566;114111,6756;23,2425188;0,00232353;3,596777611;0,008944108;0,023306436;0,892218814;0,804786895;30,04157113;37,32860377;42,80186912;46,04345773;42,19004622;47,11687596;24870,66667;33,30528259;0,691077828;5962,322311;0,239733112;25072
13_CHC;79;360;14597592168;4,029530552;144;2,726162598;823;225,4133766;83,5303811;224;0;823;60,79019128;247,8073289;0,231218009;1,16781E+11;0,068338526;10597,2819;104,4307905;10201,10375;80,1351628;61,93822043;6,10552929;0,820483241;1,760192237;2,489524243;2,927473089;0,50817675;0,44786213;0,994551181;0,951558736;-0,226628647;0,907774832;0,395699874;9,511703817;0,01043495;7,137615395;0,847984981;0,037283505;19,02340763;4,947686404;17,01093743;7,659998064;20866,31295;0,087779436;20,13487727;16244,95614;17,04220382;107,993774;65,01664192;4390,979711;3,690225682;0,028798427;0,084904773;11,28373361;0,00219329;12912,64307;0,069590003;16,1569384;114,0013295;2,258803627;204,6645201;0,092848539;0,025187435;4,941861459;125555,8337;0,674475837;0,780792869;0,605228273;0,847437112;99,02877006;0,020193147;856,042199;0,055235656;24,79970094;148,2364176;137565,2311;11763603,11;3343,585489;0,031815664;4430,313073;0,285863535;0,549428589;81,19794311;0,016451229;6,984254188;0,065196266;137329,9676;41,41419773;6,18343E-05;623,4796577;0,034774525;0,042110794;0,848525706;0,573409972;102,7749731;179,2347151;201,3256069;202,7806697;176,5106229;205,1925925;1900763,333;152,0852633;0,679423083;109218,4118;0,05746029;1901704
18_CHC;126;180;330101564;1,895655996;28;3,370850456;270;152,7633192;16,92495436;152;55;215;11,79191249;154,2658886;0,139986628;2640812512;0,316230797;461,3327069;21,80199845;22,84731374;0,58915473;2,681675989;0,593601428;0,637224525;0,494555391;1,1912513;0,341240734;0,76814163;0,762566995;0,992868421;0,951424133;-0,215085358;0,729687326;0,417747797;4,613018882;0,136845775;3,389551274;0,651461924;0,233556629;9,226037763;2,721415379;0,818819354;6,292845778;678,1439694;0,048889335;30,79919282;4386,437387;0,814610288;22,23567154;224,7677168;4835,17706;11,80048597;0,053362076;0,016908395;0,380909556;0,001089067;2022,118541;0,28995461;0,96299971;22,65976005;6,726118704;145,5308272;0,355213109;0,054260509;3,982394236;2488,531511;0,347909942;0,502797757;2,370254581;0,592485991;13,58402111;0,032863346;31,62721893;0,187143307;2,906340814;23,8816568;330191,2604;7010549,059;16456,62723;0,078224786;26,58579882;0,157312419;0,385116109;8,01755367;0,028754953;5,485624872;0,012183693;323454,6391;25,79393418;0,000683633;14,0646107;0,008631988;0,025919385;0,852344041;0,660729534;43,6718086;66,0963471;72,11102551;75,2861209;76,15773106;81,80464534;110614,3333;56,33682759;0,678144211;16432,47586;0,148556479;110968
19_CHC;88;206;2542750892;2,907181983;61;6,563621744;578;143,2834135;37,49140597;136;24;554;25,53211147;151,4681363;1,248029576;20342007136;0,159689907;2412,459733;41,21992247;981,3224438;51,19714391;13,14430363;1,843000549;0,753349071;0,888866118;1,745576362;1,031723187;0,660840964;0,636208006;0,996886624;0,965798489;-0,240034909;0,853941569;0,459596642;6,19632245;0,04739333;5,066319404;0,770718704;0,097138392;12,3926449;3,784321129;3,746826045;7,100327657;5892,264863;0,053164411;28,15546479;17698,59206;3,938657018;43,01528453;145,2047442;4837,245978;5,737241338;0,033779284;0,033613822;2,382546046;0,000959928;10255,95229;0,148582793;4,494613001;47,09357315;4,060903663;151,7571615;0,150772713;0,031692776;4,502873621;33502,21276;0,480142773;0,622348787;1,379436738;0,716389857;36,00697722;0,021680521;204,4285714;0,078717201;13,73462938;88,5567963;673319,0955;22912894,82;23183,52531;0,029450426;657,5321525;0,253189123;0,512661833;47,19441366;0,015091871;6,602805142;0,023432072;671497,8076;42,39695994;0,000106982;206,5798856;0,008777614;0,06400651;0,833752906;0,702254026;91,78541888;130,7011644;146,7105995;147,3227749;132,4235629;153,166576;885948,6667;108,9724757;0,730643173;61054,5217;0,068914288;886648
1_CHC;158,5;260,5;6089318;2,638515819;54,25;2,288584729;305;208,25;31,12132353;208;133;172;23,14146091;211,599615;0,088205482;48714544;0,175064879;1406,334559;17,23604447;100,1086829;0,189995919;6,279703655;2,830427701;0,373325374;1,313838674;1,943536178;1,039144636;0,540537633;0,488283142;0,960450883;0,869385666;-0,138199501;0,695601822;0,464127714;4,045573246;0,043190032;4,821361974;0,498514621;0,085655105;8,091146492;3,257306605;2,277532839;5,184520335;16,64705882;0,122404844;5,779195502;23,80882353;2,444150087;17,00735294;30,63235294;554,4485294;3,110323181;0,154758289;0,106996416;1,64396502;0,033160815;19,80656809;0,172027895;2,519614971;16,83174088;1,625236756;27,65791528;0,233042193;0,162859091;3,26685744;85,07463168;0,733812608;0,846719457;0,214142417;0,878358317;14,55401226;0,149416585;3,222222222;0,179012346;4,916666667;17,16666667;141,4444444;2119,166667;14,51892708;0,313066657;2,777777778;0,154320988;0,345226481;4,983840202;0,163669874;3,836591668;0,132352941;84,35802469;0,767643469;0,05219964;23,0851237;0,080407161;1,042414043;0,850958173;0,68039108;9,431282783;13,86156147;17,20465053;13,41640786;14,56021978;17,32050808;1036;11,79560903;0,877658632;564,1548589;0,544551022;1088
